id,name,name_en,name_zh,type,parent,level,universe,description,historical,global
HK.agriculture.weed_science.weed_ecology,Weed Ecology,Weed Ecology,杂草生态学,KNOWLEDGE_FIELD,HK.agriculture.weed_science,3,HUMAN_KNOWLEDGE,Ecology of weed populations.,0,1
HK.anthropology,Anthropology,Anthropology,人类学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,1,HUMAN_KNOWLEDGE,"The study of humans, cultures, societies, and their evolution.",0,1
HK.anthropology.anthropology_of_development,Anthropology of Development,Anthropology of Development,发展人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Critical study of development projects and discourses.,0,1
HK.anthropology.anthropology_of_religion,Anthropology of Religion,Anthropology of Religion,宗教人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Study of religious belief and ritual cross-culturally.,0,1
HK.anthropology.anthropology_of_religion.animism,Animism,Animism,万物有灵论,KNOWLEDGE_FIELD,HK.anthropology.anthropology_of_religion,3,HUMAN_KNOWLEDGE,Belief in spirits inhabiting the natural world.,0,1
HK.anthropology.anthropology_of_religion.magic,Magic,Magic,巫术,KNOWLEDGE_FIELD,HK.anthropology.anthropology_of_religion,3,HUMAN_KNOWLEDGE,Ritual techniques intended to influence events supernaturally.,0,1
HK.anthropology.anthropology_of_religion.ritual,Ritual,Ritual,仪式,KNOWLEDGE_FIELD,HK.anthropology.anthropology_of_religion,3,HUMAN_KNOWLEDGE,"Formalized, repetitive symbolic action.",0,1
HK.anthropology.anthropology_of_religion.shamanism,Shamanism,Shamanism,萨满教,KNOWLEDGE_FIELD,HK.anthropology.anthropology_of_religion,3,HUMAN_KNOWLEDGE,Ritual practice centered on trance and spirit mediation.,0,1
HK.anthropology.applied_anthropology,Applied Anthropology,Applied Anthropology,应用人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Application of anthropological methods to practical problems.,0,1
HK.anthropology.applied_anthropology.business_anthropology,Business Anthropology,Business Anthropology,商业人类学,KNOWLEDGE_FIELD,HK.anthropology.applied_anthropology,3,HUMAN_KNOWLEDGE,Application of anthropology to business and design.,0,1
HK.anthropology.applied_anthropology.development_anthropology,Development Anthropology,Development Anthropology,发展实践人类学,KNOWLEDGE_FIELD,HK.anthropology.applied_anthropology,3,HUMAN_KNOWLEDGE,Application of anthropology to development practice.,0,1
HK.anthropology.archaeological_anthropology,Archaeological Anthropology,Archaeological Anthropology,考古人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Study of past human societies through material remains.,0,1
HK.anthropology.archaeological_anthropology.archaeobotany,Archaeobotany,Archaeobotany,植物考古,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology,3,HUMAN_KNOWLEDGE,Study of plant remains in archaeological sites.,0,1
HK.anthropology.archaeological_anthropology.ceramic_analysis,Ceramic Analysis,Ceramic Analysis,陶器分析,METHODOLOGY,HK.anthropology.archaeological_anthropology,3,HUMAN_KNOWLEDGE,Study of pottery to infer chronology and exchange.,0,1
HK.anthropology.archaeological_anthropology.ethnoarchaeology,Ethnoarchaeology,Ethnoarchaeology,民族考古学,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology,3,HUMAN_KNOWLEDGE,Use of living cultures to interpret archaeological remains.,0,1
HK.anthropology.archaeological_anthropology.experimental_archaeology,Experimental Archaeology,Experimental Archaeology,实验考古,METHODOLOGY,HK.anthropology.archaeological_anthropology,3,HUMAN_KNOWLEDGE,Replication of past technologies to test hypotheses.,0,1
HK.anthropology.archaeological_anthropology.geoarchaeology,Geoarchaeology,Geoarchaeology,地质考古,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology,3,HUMAN_KNOWLEDGE,Application of earth science methods to archaeology.,0,1
HK.anthropology.archaeological_anthropology.historical_archaeology,Historical Archaeology,Historical Archaeology,历史考古,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology,3,HUMAN_KNOWLEDGE,Study of societies with documentary records.,0,1
HK.anthropology.archaeological_anthropology.landscape_archaeology,Landscape Archaeology,Landscape Archaeology,景观考古,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology,3,HUMAN_KNOWLEDGE,Study of past landscapes and human-environment interaction.,0,1
HK.anthropology.archaeological_anthropology.lithic_analysis,Lithic Analysis,Lithic Analysis,石器分析,METHODOLOGY,HK.anthropology.archaeological_anthropology,3,HUMAN_KNOWLEDGE,Study of stone tools and their production.,0,1
HK.anthropology.archaeological_anthropology.maritime_archaeology,Maritime Archaeology,Maritime Archaeology,海洋考古,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology,3,HUMAN_KNOWLEDGE,"Study of seafaring, ports, and submerged sites.",0,1
HK.anthropology.archaeological_anthropology.prehistoric_archaeology,Prehistoric Archaeology,Prehistoric Archaeology,史前考古,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology,3,HUMAN_KNOWLEDGE,Study of societies before written records.,0,1
HK.anthropology.archaeological_anthropology.prehistoric_archaeology.bronze_age,Bronze Age,Bronze Age,青铜时代,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology.prehistoric_archaeology,4,HUMAN_KNOWLEDGE,Period of early metal use and complex societies.,1,1
HK.anthropology.archaeological_anthropology.prehistoric_archaeology.iron_age,Iron Age,Iron Age,铁器时代,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology.prehistoric_archaeology,4,HUMAN_KNOWLEDGE,Period of iron metallurgy and early states.,1,1
HK.anthropology.archaeological_anthropology.prehistoric_archaeology.mesolithic,Mesolithic,Mesolithic,中石器时代,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology.prehistoric_archaeology,4,HUMAN_KNOWLEDGE,Middle Stone Age transition after the Ice Age.,1,1
HK.anthropology.archaeological_anthropology.prehistoric_archaeology.neolithic,Neolithic,Neolithic,新石器时代,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology.prehistoric_archaeology,4,HUMAN_KNOWLEDGE,New Stone Age marked by farming and sedentism.,1,1
HK.anthropology.archaeological_anthropology.prehistoric_archaeology.paleolithic,Paleolithic,Paleolithic,旧石器时代,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology.prehistoric_archaeology,4,HUMAN_KNOWLEDGE,Old Stone Age of hunting and gathering.,1,1
HK.anthropology.archaeological_anthropology.zooarchaeology,Zooarchaeology,Zooarchaeology,动物考古,KNOWLEDGE_FIELD,HK.anthropology.archaeological_anthropology,3,HUMAN_KNOWLEDGE,Study of animal remains in archaeological sites.,0,1
HK.anthropology.biological_anthropology,Biological Anthropology,Biological Anthropology,生物人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Study of human biological variation and evolution.,0,1
HK.anthropology.biological_anthropology.bioarchaeology,Bioarchaeology,Bioarchaeology,生物考古学,KNOWLEDGE_FIELD,HK.anthropology.biological_anthropology,3,HUMAN_KNOWLEDGE,Study of human remains from archaeological contexts.,0,1
HK.anthropology.biological_anthropology.forensic_anthropology,Forensic Anthropology,Forensic Anthropology,法医人类学,KNOWLEDGE_FIELD,HK.anthropology.biological_anthropology,3,HUMAN_KNOWLEDGE,Identification of human remains in legal contexts.,0,1
HK.anthropology.biological_anthropology.human_population_genetics,Human Population Genetics,Human Population Genetics,人群遗传学,KNOWLEDGE_FIELD,HK.anthropology.biological_anthropology,3,HUMAN_KNOWLEDGE,Genetic variation and history of human populations.,0,1
HK.anthropology.biological_anthropology.nutritional_anthropology,Nutritional Anthropology,Nutritional Anthropology,营养人类学,KNOWLEDGE_FIELD,HK.anthropology.biological_anthropology,3,HUMAN_KNOWLEDGE,"Study of diet, nutrition, and food systems.",0,1
HK.anthropology.biological_anthropology.paleoanthropology,Paleoanthropology,Paleoanthropology,古人类学,KNOWLEDGE_FIELD,HK.anthropology.biological_anthropology,3,HUMAN_KNOWLEDGE,Study of human evolution and fossil hominins.,0,1
HK.anthropology.biological_anthropology.paleopathology,Paleopathology,Paleopathology,古病理学,KNOWLEDGE_FIELD,HK.anthropology.biological_anthropology,3,HUMAN_KNOWLEDGE,Study of ancient disease and trauma in remains.,0,1
HK.anthropology.biological_anthropology.primatology,Primatology,Primatology,灵长类学,KNOWLEDGE_FIELD,HK.anthropology.biological_anthropology,3,HUMAN_KNOWLEDGE,Study of nonhuman primates.,0,1
HK.anthropology.cognitive_anthropology,Cognitive Anthropology,Cognitive Anthropology,认知人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Study of cultural knowledge and cognition.,0,1
HK.anthropology.cognitive_anthropology.cultural_models,Cultural Models,Cultural Models,文化模型,KNOWLEDGE_FIELD,HK.anthropology.cognitive_anthropology,3,HUMAN_KNOWLEDGE,Shared cognitive schemas within a culture.,0,1
HK.anthropology.cognitive_anthropology.ethnoscience,Ethnoscience,Ethnoscience,民族科学,KNOWLEDGE_FIELD,HK.anthropology.cognitive_anthropology,3,HUMAN_KNOWLEDGE,Study of indigenous classification systems.,0,1
HK.anthropology.digital_anthropology,Digital Anthropology,Digital Anthropology,数字人类学,EMERGING_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Study of digital technologies and online social life.,0,1
HK.anthropology.ecological_anthropology,Ecological Anthropology,Ecological Anthropology,生态人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Study of human-environment relations across cultures.,0,1
HK.anthropology.ecological_anthropology.ethnoecology,Ethnoecology,Ethnoecology,民族生态学,KNOWLEDGE_FIELD,HK.anthropology.ecological_anthropology,3,HUMAN_KNOWLEDGE,Study of indigenous environmental knowledge.,0,1
HK.anthropology.ecological_anthropology.traditional_ecological_knowledge,Traditional Ecological Knowledge,Traditional Ecological Knowledge,传统生态知识,KNOWLEDGE_FIELD,HK.anthropology.ecological_anthropology,3,HUMAN_KNOWLEDGE,Cumulative indigenous knowledge of ecosystems.,0,1
HK.anthropology.economic_anthropology,Economic Anthropology,Economic Anthropology,经济人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,"Study of production, exchange, and consumption across cultures.",0,1
HK.anthropology.economic_anthropology.gift_exchange,Gift Exchange,Gift Exchange,礼物交换,KNOWLEDGE_FIELD,HK.anthropology.economic_anthropology,3,HUMAN_KNOWLEDGE,Reciprocal exchange of gifts creating social bonds.,0,1
HK.anthropology.economic_anthropology.reciprocity,Reciprocity,Reciprocity,互惠,KNOWLEDGE_FIELD,HK.anthropology.economic_anthropology,3,HUMAN_KNOWLEDGE,Exchange based on mutual obligation.,0,1
HK.anthropology.economic_anthropology.redistribution,Redistribution,Redistribution,再分配,KNOWLEDGE_FIELD,HK.anthropology.economic_anthropology,3,HUMAN_KNOWLEDGE,Centralized collection and reallocation of goods.,0,1
HK.anthropology.economic_anthropology.substantivism,Substantivism,Substantivism,实质主义,KNOWLEDGE_FIELD,HK.anthropology.economic_anthropology,3,HUMAN_KNOWLEDGE,View that economies are embedded in social institutions.,0,1
HK.anthropology.feminist_anthropology,Feminist Anthropology,Feminist Anthropology,女性主义人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Anthropology examining gender and power.,0,1
HK.anthropology.legal_anthropology,Legal Anthropology,Legal Anthropology,法律人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Study of law and dispute resolution across cultures.,0,1
HK.anthropology.legal_anthropology.customary_law,Customary Law,Customary Law,习惯法,KNOWLEDGE_FIELD,HK.anthropology.legal_anthropology,3,HUMAN_KNOWLEDGE,Unwritten normative systems of non-state societies.,0,1
HK.anthropology.legal_anthropology.dispute_resolution,Dispute Resolution,Dispute Resolution,纠纷解决,KNOWLEDGE_FIELD,HK.anthropology.legal_anthropology,3,HUMAN_KNOWLEDGE,Anthropological study of conflict and mediation.,0,1
HK.anthropology.linguistic_anthropology,Linguistic Anthropology,Linguistic Anthropology,语言人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Study of language in its cultural and social context.,0,1
HK.anthropology.linguistic_anthropology.ethnolinguistics,Ethnolinguistics,Ethnolinguistics,民族语言学,KNOWLEDGE_FIELD,HK.anthropology.linguistic_anthropology,3,HUMAN_KNOWLEDGE,Study of language in relation to culture and ethnicity.,0,1
HK.anthropology.linguistic_anthropology.language_ideology,Language Ideology,Language Ideology,语言意识形态,KNOWLEDGE_FIELD,HK.anthropology.linguistic_anthropology,3,HUMAN_KNOWLEDGE,Beliefs and attitudes about language and its users.,0,1
HK.anthropology.linguistic_anthropology.language_revitalization,Language Revitalization,Language Revitalization,语言复兴,KNOWLEDGE_FIELD,HK.anthropology.linguistic_anthropology,3,HUMAN_KNOWLEDGE,Efforts to reverse language shift and endangerment.,0,1
HK.anthropology.medical_anthropology,Medical Anthropology,Medical Anthropology,医学人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,"Study of health, illness, and healing cross-culturally.",0,1
HK.anthropology.medical_anthropology.biocultural_anthropology,Biocultural Anthropology,Biocultural Anthropology,生物文化人类学,KNOWLEDGE_FIELD,HK.anthropology.medical_anthropology,3,HUMAN_KNOWLEDGE,Integration of biological and cultural approaches to health.,0,1
HK.anthropology.medical_anthropology.critical_medical_anthropology,Critical Medical Anthropology,Critical Medical Anthropology,批判医学人类学,KNOWLEDGE_FIELD,HK.anthropology.medical_anthropology,3,HUMAN_KNOWLEDGE,Political-economic analysis of health and medicine.,0,1
HK.anthropology.medical_anthropology.ethnomedicine,Ethnomedicine,Ethnomedicine,民族医学,KNOWLEDGE_FIELD,HK.anthropology.medical_anthropology,3,HUMAN_KNOWLEDGE,Comparative study of indigenous medical systems.,0,1
HK.anthropology.political_anthropology,Political Anthropology,Political Anthropology,政治人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Study of power and political organization across cultures.,0,1
HK.anthropology.political_anthropology.segmentary_lineage,Segmentary Lineage,Segmentary Lineage,分支世系,KNOWLEDGE_FIELD,HK.anthropology.political_anthropology,3,HUMAN_KNOWLEDGE,Acephalous political organization through lineage segments.,0,1
HK.anthropology.psychological_anthropology,Psychological Anthropology,Psychological Anthropology,心理人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Study of the interplay of culture and mind.,0,1
HK.anthropology.sociocultural_anthropology,Sociocultural Anthropology,Sociocultural Anthropology,社会文化人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Study of culture and social life across human societies.,0,1
HK.anthropology.sociocultural_anthropology.cultural_materialism,Cultural Materialism,Cultural Materialism,文化唯物主义,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology,3,HUMAN_KNOWLEDGE,Theory explaining culture through material conditions.,0,1
HK.anthropology.sociocultural_anthropology.ethnography,Ethnography,Ethnography,民族志,METHODOLOGY,HK.anthropology.sociocultural_anthropology,3,HUMAN_KNOWLEDGE,In-depth fieldwork-based description of a culture.,0,1
HK.anthropology.sociocultural_anthropology.interpretive_anthropology,Interpretive Anthropology,Interpretive Anthropology,阐释人类学,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology,3,HUMAN_KNOWLEDGE,Geertz's hermeneutic approach to culture as text.,0,1
HK.anthropology.sociocultural_anthropology.kinship_and_descent,Kinship and Descent,Kinship and Descent,亲属与继嗣,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology,3,HUMAN_KNOWLEDGE,Study of kinship systems and descent rules.,0,1
HK.anthropology.sociocultural_anthropology.kinship_and_descent.bilateral_kinship,Bilateral Kinship,Bilateral Kinship,双系亲属,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology.kinship_and_descent,4,HUMAN_KNOWLEDGE,Kinship traced through both parental lines.,0,1
HK.anthropology.sociocultural_anthropology.kinship_and_descent.unilineal_descent,Unilineal Descent,Unilineal Descent,单系继嗣,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology.kinship_and_descent,4,HUMAN_KNOWLEDGE,Descent traced through one parental line.,0,1
HK.anthropology.sociocultural_anthropology.marriage_and_alliance,Marriage and Alliance,Marriage and Alliance,婚姻与联姻,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology,3,HUMAN_KNOWLEDGE,Study of marriage rules and alliance systems.,0,1
HK.anthropology.sociocultural_anthropology.political_organization,Political Organization,Political Organization,政治组织,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology,3,HUMAN_KNOWLEDGE,Anthropological classification of non-state political forms.,0,1
HK.anthropology.sociocultural_anthropology.political_organization.band_society,Band Society,Band Society,游群社会,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology.political_organization,4,HUMAN_KNOWLEDGE,Small egalitarian foraging group.,0,1
HK.anthropology.sociocultural_anthropology.political_organization.chiefdom,Chiefdom,Chiefdom,酋邦,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology.political_organization,4,HUMAN_KNOWLEDGE,Ranked society under hereditary chiefs.,0,1
HK.anthropology.sociocultural_anthropology.political_organization.early_state,Early State,Early State,早期国家,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology.political_organization,4,HUMAN_KNOWLEDGE,Centralized political form with coercive authority.,0,1
HK.anthropology.sociocultural_anthropology.political_organization.tribe,Tribe,Tribe,部落,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology.political_organization,4,HUMAN_KNOWLEDGE,Segmentary society organized by kinship and descent.,0,1
HK.anthropology.sociocultural_anthropology.postcolonial_anthropology,Postcolonial Anthropology,Postcolonial Anthropology,后殖民人类学,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology,3,HUMAN_KNOWLEDGE,Critique of colonial legacies in anthropological knowledge.,0,1
HK.anthropology.sociocultural_anthropology.rites_of_passage,Rites of Passage,Rites of Passage,通过仪式,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology,3,HUMAN_KNOWLEDGE,Rituals marking life-course transitions.,0,1
HK.anthropology.sociocultural_anthropology.structuralism_anthropology,Structuralism,Structuralism,结构主义,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology,3,HUMAN_KNOWLEDGE,Levi-Strauss' analysis of underlying mental structures.,0,1
HK.anthropology.sociocultural_anthropology.symbolic_anthropology,Symbolic Anthropology,Symbolic Anthropology,象征人类学,KNOWLEDGE_FIELD,HK.anthropology.sociocultural_anthropology,3,HUMAN_KNOWLEDGE,Study of cultural symbols and meaning.,0,1
HK.anthropology.urban_anthropology,Urban Anthropology,Urban Anthropology,城市人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Anthropological study of cities and urban life.,0,1
HK.anthropology.visual_anthropology,Visual Anthropology,Visual Anthropology,视觉人类学,KNOWLEDGE_FIELD,HK.anthropology,2,HUMAN_KNOWLEDGE,Study and production of visual representations of culture.,0,1
HK.anthropology.visual_anthropology.ethnographic_film,Ethnographic Film,Ethnographic Film,民族志电影,CONTENT_TYPE,HK.anthropology.visual_anthropology,3,HUMAN_KNOWLEDGE,Filmic representation of cultural life.,0,1
HK.archaeology,Archaeology,Archaeology,考古学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,1,HUMAN_KNOWLEDGE,The study of past human activity through material remains.,0,1
HK.archaeology.archaeobotany,Archaeobotany,Archaeobotany,植物考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,The study of plant remains from archaeological sites.,0,1
HK.archaeology.archaeological_method,Archaeological Method,Archaeological Method,考古学方法,METHODOLOGY,HK.archaeology,2,HUMAN_KNOWLEDGE,The field and laboratory techniques used to recover and analyze the material record.,0,1
HK.archaeology.archaeological_method.archaeological_dating,Archaeological Dating,Archaeological Dating,考古年代测定,METHODOLOGY,HK.archaeology.archaeological_method,3,HUMAN_KNOWLEDGE,The techniques for establishing the age of sites and artifacts.,0,1
HK.archaeology.archaeological_method.archaeological_dating.dendrochronology,Dendrochronology,Dendrochronology,树轮年代学,METHODOLOGY,HK.archaeology.archaeological_method.archaeological_dating,4,HUMAN_KNOWLEDGE,The dating of wood by matching tree-ring patterns.,0,1
HK.archaeology.archaeological_method.archaeological_dating.radiocarbon_dating,Radiocarbon Dating,Radiocarbon Dating,放射性碳定年,METHODOLOGY,HK.archaeology.archaeological_method.archaeological_dating,4,HUMAN_KNOWLEDGE,The dating of organic remains by the decay of carbon-14.,0,1
HK.archaeology.archaeological_method.archaeological_survey,Archaeological Survey,Archaeological Survey,考古调查,METHODOLOGY,HK.archaeology.archaeological_method,3,HUMAN_KNOWLEDGE,The systematic search for and mapping of sites across a landscape.,0,1
HK.archaeology.archaeological_method.artifact_analysis,Artifact Analysis,Artifact Analysis,器物分析,METHODOLOGY,HK.archaeology.archaeological_method,3,HUMAN_KNOWLEDGE,The classification and study of recovered objects and their manufacture.,0,1
HK.archaeology.archaeological_method.excavation,Excavation,Excavation,发掘,METHODOLOGY,HK.archaeology.archaeological_method,3,HUMAN_KNOWLEDGE,The systematic digging and recording of archaeological deposits.,0,1
HK.archaeology.archaeological_method.remote_sensing_archaeology,Remote Sensing Archaeology,Remote Sensing Archaeology,遥感考古,METHODOLOGY,HK.archaeology.archaeological_method,3,HUMAN_KNOWLEDGE,The detection of buried sites through aerial and geophysical survey.,0,1
HK.archaeology.archaeological_method.stratigraphy,Stratigraphy,Stratigraphy,地层学,METHODOLOGY,HK.archaeology.archaeological_method,3,HUMAN_KNOWLEDGE,The study of layered deposits to establish the sequence of occupation.,0,1
HK.archaeology.archaeological_theory,Archaeological Theory,Archaeological Theory,考古学理论,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,The theoretical frameworks guiding how archaeologists interpret the material past.,0,1
HK.archaeology.archaeological_theory.culture_history,Culture-Historical Archaeology,Culture-Historical Archaeology,文化历史考古,KNOWLEDGE_FIELD,HK.archaeology.archaeological_theory,3,HUMAN_KNOWLEDGE,The approach that traces past peoples through the distribution of distinctive cultures.,0,1
HK.archaeology.archaeological_theory.post_processual_archaeology,Post-Processual Archaeology,Post-Processual Archaeology,后过程考古学,KNOWLEDGE_FIELD,HK.archaeology.archaeological_theory,3,HUMAN_KNOWLEDGE,"The interpretive approach emphasizing meaning, agency, and subjectivity.",0,1
HK.archaeology.archaeological_theory.processual_archaeology,Processual Archaeology,Processual Archaeology,过程考古学,KNOWLEDGE_FIELD,HK.archaeology.archaeological_theory,3,HUMAN_KNOWLEDGE,The mid-century approach explaining cultural change through adaptive systems.,0,1
HK.archaeology.archaeology_of_china,Archaeology of China,Archaeology of China,中国考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,The archaeology of China from the Paleolithic to the dynastic era.,0,0
HK.archaeology.archaeology_of_south_asia,Archaeology of South Asia,Archaeology of South Asia,南亚考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,"The archaeology of the Indian subcontinent, including the Indus civilization.",0,0
HK.archaeology.archaeology_of_the_americas,Archaeology of the Americas,Archaeology of the Americas,美洲考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,The archaeology of the Indigenous societies of North and South America.,0,0
HK.archaeology.archaeology_of_the_americas.andean_archaeology,Andean Archaeology,Andean Archaeology,安第斯考古学,KNOWLEDGE_FIELD,HK.archaeology.archaeology_of_the_americas,3,HUMAN_KNOWLEDGE,"The archaeology of the Andes, including the Inca and earlier cultures.",0,0
HK.archaeology.archaeology_of_the_americas.mesoamerican_archaeology,Mesoamerican Archaeology,Mesoamerican Archaeology,中美洲考古学,KNOWLEDGE_FIELD,HK.archaeology.archaeology_of_the_americas,3,HUMAN_KNOWLEDGE,"The archaeology of the Maya, Aztec, and earlier Mesoamerican societies.",0,0
HK.archaeology.archaeology_of_the_americas.north_american_archaeology,North American Archaeology,North American Archaeology,北美考古学,KNOWLEDGE_FIELD,HK.archaeology.archaeology_of_the_americas,3,HUMAN_KNOWLEDGE,The archaeology of Indigenous societies north of Mexico.,0,0
HK.archaeology.bioarchaeology,Bioarchaeology,Bioarchaeology,生物考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,"The study of human remains to reconstruct past lives, health, and diet.",0,1
HK.archaeology.bioarchaeology.osteoarchaeology,Osteoarchaeology,Osteoarchaeology,骨骼考古学,KNOWLEDGE_FIELD,HK.archaeology.bioarchaeology,3,HUMAN_KNOWLEDGE,The study of human skeletal remains from archaeological contexts.,0,1
HK.archaeology.bioarchaeology.paleopathology,Paleopathology,Paleopathology,古病理学,KNOWLEDGE_FIELD,HK.archaeology.bioarchaeology,3,HUMAN_KNOWLEDGE,The study of disease and trauma in ancient human remains.,0,1
HK.archaeology.classical_archaeology,Classical Archaeology,Classical Archaeology,古典考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,The archaeology of the Greek and Roman worlds.,0,1
HK.archaeology.classical_archaeology.greek_archaeology,Greek Archaeology,Greek Archaeology,希腊考古学,KNOWLEDGE_FIELD,HK.archaeology.classical_archaeology,3,HUMAN_KNOWLEDGE,The archaeology of the Greek world from the Bronze Age to the Hellenistic era.,0,1
HK.archaeology.classical_archaeology.roman_archaeology,Roman Archaeology,Roman Archaeology,罗马考古学,KNOWLEDGE_FIELD,HK.archaeology.classical_archaeology,3,HUMAN_KNOWLEDGE,The archaeology of Rome and its empire.,0,1
HK.archaeology.computational_archaeology,Computational Archaeology,Computational Archaeology,计算考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,"The use of computation, GIS, and modeling in archaeological research.",0,1
HK.archaeology.egyptology,Egyptology,Egyptology,埃及学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,"The study of ancient Egypt, its language, archaeology, and culture.",0,1
HK.archaeology.environmental_archaeology,Environmental Archaeology,Environmental Archaeology,环境考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,The study of past human-environment interactions through material remains.,0,1
HK.archaeology.ethnoarchaeology,Ethnoarchaeology,Ethnoarchaeology,民族考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,The use of living societies to model how archaeological sites formed.,0,1
HK.archaeology.experimental_archaeology,Experimental Archaeology,Experimental Archaeology,实验考古学,METHODOLOGY,HK.archaeology,2,HUMAN_KNOWLEDGE,The reconstruction and testing of past technologies and practices.,0,1
HK.archaeology.geoarchaeology,Geoarchaeology,Geoarchaeology,地质考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,The application of earth-science methods to archaeological questions.,0,1
HK.archaeology.historical_archaeology,Historical Archaeology,Historical Archaeology,历史考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,"The archaeology of periods with written records, combining texts and material evidence.",0,1
HK.archaeology.industrial_archaeology,Industrial Archaeology,Industrial Archaeology,工业考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,"The archaeology of industry, machines, and industrial landscapes.",0,1
HK.archaeology.landscape_archaeology,Landscape Archaeology,Landscape Archaeology,景观考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,The study of how past peoples shaped and inhabited their landscapes.,0,1
HK.archaeology.near_eastern_archaeology,Near Eastern Archaeology,Near Eastern Archaeology,近东考古学,KNOWLEDGE_FIELD,HK.archaeology,2,HUMAN_KNOWLEDGE,The archaeology of Mesopotamia and the ancient Near East.,0,1
