:ID,:LABEL,id:ID,name,name_zh,type,universe,level:INT
HK.earth_science.geophysics.rock_physics,Node;KNOWLEDGE_FIELD,HK.earth_science.geophysics.rock_physics,Rock Physics,岩石物理学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.geophysics.seismology,Node;KNOWLEDGE_FIELD,HK.earth_science.geophysics.seismology,Seismology,地震学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.geophysics.seismology.earthquake_seismology,Node;KNOWLEDGE_FIELD,HK.earth_science.geophysics.seismology.earthquake_seismology,Earthquake Seismology,地震学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.earth_science.geophysics.seismology.engineering_seismology,Node;KNOWLEDGE_FIELD,HK.earth_science.geophysics.seismology.engineering_seismology,Engineering Seismology,工程地震学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.earth_science.geophysics.seismology.paleoseismology,Node;KNOWLEDGE_FIELD,HK.earth_science.geophysics.seismology.paleoseismology,Paleoseismology,古地震学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.earth_science.geophysics.seismology.seismic_tomography,Node;KNOWLEDGE_FIELD,HK.earth_science.geophysics.seismology.seismic_tomography,Seismic Tomography,地震层析成像,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.earth_science.geophysics.seismology.strong_motion_seismology,Node;KNOWLEDGE_FIELD,HK.earth_science.geophysics.seismology.strong_motion_seismology,Strong Motion Seismology,强震地震学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.earth_science.glaciology,Node;KNOWLEDGE_FIELD,HK.earth_science.glaciology,Glaciology,冰川学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.earth_science.glaciology.geocryology,Node;KNOWLEDGE_FIELD,HK.earth_science.glaciology.geocryology,Geocryology,冻土学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.glaciology.ice_sheet_dynamics,Node;KNOWLEDGE_FIELD,HK.earth_science.glaciology.ice_sheet_dynamics,Ice Sheet Dynamics,冰盖动力学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.hydrology,Node;KNOWLEDGE_FIELD,HK.earth_science.hydrology,Hydrology,水文学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.earth_science.hydrology.catchment_hydrology,Node;KNOWLEDGE_FIELD,HK.earth_science.hydrology.catchment_hydrology,Catchment Hydrology,流域水文学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.hydrology.ecohydrology,Node;KNOWLEDGE_FIELD,HK.earth_science.hydrology.ecohydrology,Ecohydrology,生态水文学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.hydrology.hydrogeology,Node;KNOWLEDGE_FIELD,HK.earth_science.hydrology.hydrogeology,Hydrogeology,水文地质学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.hydrology.hydrometry,Node;METHODOLOGY,HK.earth_science.hydrology.hydrometry,Hydrometry,水文测验学,METHODOLOGY,HUMAN_KNOWLEDGE,3
HK.earth_science.hydrology.surface_hydrology,Node;KNOWLEDGE_FIELD,HK.earth_science.hydrology.surface_hydrology,Surface Hydrology,地表水文学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.hydrology.urban_hydrology,Node;KNOWLEDGE_FIELD,HK.earth_science.hydrology.urban_hydrology,Urban Hydrology,城市水文学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.limnology,Node;KNOWLEDGE_FIELD,HK.earth_science.limnology,Limnology,湖沼学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.earth_science.limnology.biological_limnology,Node;KNOWLEDGE_FIELD,HK.earth_science.limnology.biological_limnology,Biological Limnology,生物湖沼学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.limnology.chemical_limnology,Node;KNOWLEDGE_FIELD,HK.earth_science.limnology.chemical_limnology,Chemical Limnology,化学湖沼学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.limnology.physical_limnology,Node;KNOWLEDGE_FIELD,HK.earth_science.limnology.physical_limnology,Physical Limnology,物理湖沼学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.mineralogy,Node;KNOWLEDGE_FIELD,HK.earth_science.mineralogy,Mineralogy,矿物学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.earth_science.mineralogy.biomineralogy,Node;KNOWLEDGE_FIELD,HK.earth_science.mineralogy.biomineralogy,Biomineralogy,生物矿物学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.mineralogy.clay_mineralogy,Node;KNOWLEDGE_FIELD,HK.earth_science.mineralogy.clay_mineralogy,Clay Mineralogy,黏土矿物学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.mineralogy.crystallography,Node;KNOWLEDGE_FIELD,HK.earth_science.mineralogy.crystallography,Crystallography,晶体学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.mineralogy.crystallography.crystal_chemistry,Node;KNOWLEDGE_FIELD,HK.earth_science.mineralogy.crystallography.crystal_chemistry,Crystal Chemistry,晶体化学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.earth_science.mineralogy.descriptive_mineralogy,Node;KNOWLEDGE_FIELD,HK.earth_science.mineralogy.descriptive_mineralogy,Descriptive Mineralogy,描述矿物学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.mineralogy.gemology,Node;KNOWLEDGE_FIELD,HK.earth_science.mineralogy.gemology,Gemology,宝石学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.mineralogy.optical_mineralogy,Node;KNOWLEDGE_FIELD,HK.earth_science.mineralogy.optical_mineralogy,Optical Mineralogy,光性矿物学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.paleontology,Node;KNOWLEDGE_FIELD,HK.earth_science.paleontology,Paleontology,古生物学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.earth_science.paleontology.biostratigraphy,Node;KNOWLEDGE_FIELD,HK.earth_science.paleontology.biostratigraphy,Biostratigraphy,生物地层学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.paleontology.ichnology,Node;KNOWLEDGE_FIELD,HK.earth_science.paleontology.ichnology,Ichnology,遗迹化石学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.paleontology.invertebrate_paleontology,Node;KNOWLEDGE_FIELD,HK.earth_science.paleontology.invertebrate_paleontology,Invertebrate Paleontology,古无脊椎动物学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.paleontology.micropaleontology,Node;KNOWLEDGE_FIELD,HK.earth_science.paleontology.micropaleontology,Micropaleontology,微体古生物学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.paleontology.paleobotany,Node;KNOWLEDGE_FIELD,HK.earth_science.paleontology.paleobotany,Paleobotany,古植物学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.paleontology.paleoclimatology,Node;KNOWLEDGE_FIELD,HK.earth_science.paleontology.paleoclimatology,Paleoclimatology,古气候学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.paleontology.paleoecology,Node;KNOWLEDGE_FIELD,HK.earth_science.paleontology.paleoecology,Paleoecology,古生态学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.paleontology.palynology,Node;KNOWLEDGE_FIELD,HK.earth_science.paleontology.palynology,Palynology,孢粉学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.paleontology.taphonomy,Node;KNOWLEDGE_FIELD,HK.earth_science.paleontology.taphonomy,Taphonomy,埋藏学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.paleontology.vertebrate_paleontology,Node;KNOWLEDGE_FIELD,HK.earth_science.paleontology.vertebrate_paleontology,Vertebrate Paleontology,古脊椎动物学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.petrology,Node;KNOWLEDGE_FIELD,HK.earth_science.petrology,Petrology,岩石学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.earth_science.petrology.experimental_petrology,Node;KNOWLEDGE_FIELD,HK.earth_science.petrology.experimental_petrology,Experimental Petrology,实验岩石学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.petrology.igneous_petrology,Node;KNOWLEDGE_FIELD,HK.earth_science.petrology.igneous_petrology,Igneous Petrology,火成岩石学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.petrology.metamorphic_petrology,Node;KNOWLEDGE_FIELD,HK.earth_science.petrology.metamorphic_petrology,Metamorphic Petrology,变质岩石学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.petrology.sedimentary_petrology,Node;KNOWLEDGE_FIELD,HK.earth_science.petrology.sedimentary_petrology,Sedimentary Petrology,沉积岩石学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.planetary_geology,Node;KNOWLEDGE_FIELD,HK.earth_science.planetary_geology,Planetary Geology,行星地质学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.earth_science.planetary_geology.impact_cratering,Node;KNOWLEDGE_FIELD,HK.earth_science.planetary_geology.impact_cratering,Impact Cratering,撞击坑研究,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.planetary_geology.planetary_geomorphology,Node;KNOWLEDGE_FIELD,HK.earth_science.planetary_geology.planetary_geomorphology,Planetary Geomorphology,行星地貌学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.sedimentology,Node;KNOWLEDGE_FIELD,HK.earth_science.sedimentology,Sedimentology,沉积学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.earth_science.sedimentology.basin_analysis,Node;KNOWLEDGE_FIELD,HK.earth_science.sedimentology.basin_analysis,Basin Analysis,盆地分析,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.sedimentology.carbonate_sedimentology,Node;KNOWLEDGE_FIELD,HK.earth_science.sedimentology.carbonate_sedimentology,Carbonate Sedimentology,碳酸盐沉积学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.sedimentology.clastic_sedimentology,Node;KNOWLEDGE_FIELD,HK.earth_science.sedimentology.clastic_sedimentology,Clastic Sedimentology,碎屑沉积学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.sedimentology.diagenesis,Node;KNOWLEDGE_FIELD,HK.earth_science.sedimentology.diagenesis,Diagenesis,成岩作用,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.sedimentology.sequence_stratigraphy,Node;KNOWLEDGE_FIELD,HK.earth_science.sedimentology.sequence_stratigraphy,Sequence Stratigraphy,层序地层学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.soil_science,Node;KNOWLEDGE_FIELD,HK.earth_science.soil_science,Soil Science,土壤学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.earth_science.soil_science.edaphology,Node;KNOWLEDGE_FIELD,HK.earth_science.soil_science.edaphology,Edaphology,土壤肥力学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.soil_science.pedology,Node;KNOWLEDGE_FIELD,HK.earth_science.soil_science.pedology,Pedology,土壤发生学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.soil_science.soil_biology,Node;KNOWLEDGE_FIELD,HK.earth_science.soil_science.soil_biology,Soil Biology,土壤生物学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.soil_science.soil_chemistry,Node;KNOWLEDGE_FIELD,HK.earth_science.soil_science.soil_chemistry,Soil Chemistry,土壤化学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.soil_science.soil_physics,Node;KNOWLEDGE_FIELD,HK.earth_science.soil_science.soil_physics,Soil Physics,土壤物理学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.stratigraphy,Node;KNOWLEDGE_FIELD,HK.earth_science.stratigraphy,Stratigraphy,地层学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.earth_science.stratigraphy.chemostratigraphy,Node;KNOWLEDGE_FIELD,HK.earth_science.stratigraphy.chemostratigraphy,Chemostratigraphy,化学地层学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.stratigraphy.chronostratigraphy,Node;KNOWLEDGE_FIELD,HK.earth_science.stratigraphy.chronostratigraphy,Chronostratigraphy,年代地层学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.stratigraphy.lithostratigraphy,Node;KNOWLEDGE_FIELD,HK.earth_science.stratigraphy.lithostratigraphy,Lithostratigraphy,岩石地层学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.stratigraphy.magnetostratigraphy,Node;KNOWLEDGE_FIELD,HK.earth_science.stratigraphy.magnetostratigraphy,Magnetostratigraphy,磁性地层学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.structural_geology,Node;KNOWLEDGE_FIELD,HK.earth_science.structural_geology,Structural Geology,构造地质学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.earth_science.structural_geology.microtectonics,Node;KNOWLEDGE_FIELD,HK.earth_science.structural_geology.microtectonics,Microtectonics,显微构造,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.structural_geology.rock_deformation,Node;KNOWLEDGE_FIELD,HK.earth_science.structural_geology.rock_deformation,Rock Deformation,岩石变形,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.structural_geology.tectonics,Node;KNOWLEDGE_FIELD,HK.earth_science.structural_geology.tectonics,Tectonics,大地构造学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.structural_geology.tectonics.neotectonics,Node;KNOWLEDGE_FIELD,HK.earth_science.structural_geology.tectonics.neotectonics,Neotectonics,新构造运动,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.earth_science.structural_geology.tectonics.plate_tectonics,Node;KNOWLEDGE_FIELD,HK.earth_science.structural_geology.tectonics.plate_tectonics,Plate Tectonics,板块构造,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.earth_science.volcanology,Node;KNOWLEDGE_FIELD,HK.earth_science.volcanology,Volcanology,火山学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.earth_science.volcanology.magma_dynamics,Node;KNOWLEDGE_FIELD,HK.earth_science.volcanology.magma_dynamics,Magma Dynamics,岩浆动力学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.volcanology.physical_volcanology,Node;KNOWLEDGE_FIELD,HK.earth_science.volcanology.physical_volcanology,Physical Volcanology,物理火山学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.earth_science.volcanology.volcano_monitoring,Node;KNOWLEDGE_FIELD,HK.earth_science.volcanology.volcano_monitoring,Volcano Monitoring,火山监测,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics,Node;KNOWLEDGE_FIELD,HK.economics,Economics,经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,1
HK.economics.agricultural_economics,Node;KNOWLEDGE_FIELD,HK.economics.agricultural_economics,Agricultural Economics,农业经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.economics.agricultural_economics.agricultural_policy,Node;KNOWLEDGE_FIELD,HK.economics.agricultural_economics.agricultural_policy,Agricultural Policy,农业政策,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.agricultural_economics.farm_management,Node;KNOWLEDGE_FIELD,HK.economics.agricultural_economics.farm_management,Farm Management,农场管理,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.agricultural_economics.food_supply_chain,Node;KNOWLEDGE_FIELD,HK.economics.agricultural_economics.food_supply_chain,Food Supply Chain,食品供应链,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.behavioral_economics,Node;KNOWLEDGE_FIELD,HK.economics.behavioral_economics,Behavioral Economics,行为经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.economics.behavioral_economics.behavioral_game_theory,Node;KNOWLEDGE_FIELD,HK.economics.behavioral_economics.behavioral_game_theory,Behavioral Game Theory,,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.behavioral_economics.bounded_rationality,Node;KNOWLEDGE_FIELD,HK.economics.behavioral_economics.bounded_rationality,Bounded Rationality,有限理性,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.behavioral_economics.nudge_theory,Node;KNOWLEDGE_FIELD,HK.economics.behavioral_economics.nudge_theory,Nudge Theory,助推理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.behavioral_economics.prospect_theory,Node;KNOWLEDGE_FIELD,HK.economics.behavioral_economics.prospect_theory,Prospect Theory,前景理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.behavioral_economics.prospect_theory.framing_effects,Node;KNOWLEDGE_FIELD,HK.economics.behavioral_economics.prospect_theory.framing_effects,Framing Effects,框架效应,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.economics.behavioral_economics.prospect_theory.loss_aversion,Node;KNOWLEDGE_FIELD,HK.economics.behavioral_economics.prospect_theory.loss_aversion,Loss Aversion,损失厌恶,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.economics.behavioral_economics.time_inconsistency,Node;KNOWLEDGE_FIELD,HK.economics.behavioral_economics.time_inconsistency,Time Inconsistency,时间不一致性,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.computational_economics,Node;KNOWLEDGE_FIELD,HK.economics.computational_economics,Computational Economics,计算经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.economics.computational_economics.agent_based_computational_economics,Node;EMERGING_FIELD,HK.economics.computational_economics.agent_based_computational_economics,Agent-Based Computational Economics,,EMERGING_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.computational_economics.computable_general_equilibrium,Node;METHODOLOGY,HK.economics.computational_economics.computable_general_equilibrium,Computable General Equilibrium,,METHODOLOGY,HUMAN_KNOWLEDGE,3
HK.economics.cultural_economics,Node;KNOWLEDGE_FIELD,HK.economics.cultural_economics,Cultural Economics,文化经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.economics.cultural_economics.economics_of_arts,Node;KNOWLEDGE_FIELD,HK.economics.cultural_economics.economics_of_arts,Economics of the Arts,艺术经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.development_economics,Node;KNOWLEDGE_FIELD,HK.economics.development_economics,Development Economics,发展经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.economics.development_economics.gender_and_development,Node;KNOWLEDGE_FIELD,HK.economics.development_economics.gender_and_development,Gender and Development,性别与发展,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.development_economics.institutions_and_development,Node;KNOWLEDGE_FIELD,HK.economics.development_economics.institutions_and_development,Institutions and Development,制度与发展,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.development_economics.microfinance,Node;KNOWLEDGE_FIELD,HK.economics.development_economics.microfinance,Microfinance,小额信贷,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.development_economics.poverty_analysis,Node;KNOWLEDGE_FIELD,HK.economics.development_economics.poverty_analysis,Poverty Analysis,贫困分析,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.development_economics.poverty_analysis.multidimensional_poverty,Node;KNOWLEDGE_FIELD,HK.economics.development_economics.poverty_analysis.multidimensional_poverty,Multidimensional Poverty,多维贫困,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.economics.development_economics.poverty_analysis.poverty_measurement,Node;METHODOLOGY,HK.economics.development_economics.poverty_analysis.poverty_measurement,Poverty Measurement,,METHODOLOGY,HUMAN_KNOWLEDGE,4
HK.economics.development_economics.poverty_analysis.poverty_traps,Node;KNOWLEDGE_FIELD,HK.economics.development_economics.poverty_analysis.poverty_traps,Poverty Traps,贫困陷阱,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.economics.development_economics.structural_transformation,Node;KNOWLEDGE_FIELD,HK.economics.development_economics.structural_transformation,Structural Transformation,结构转型,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.ecological_economics,Node;KNOWLEDGE_FIELD,HK.economics.ecological_economics,Ecological Economics,生态经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.economics.ecological_economics.degrowth,Node;KNOWLEDGE_FIELD,HK.economics.ecological_economics.degrowth,Degrowth,去增长,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.ecological_economics.ecosystem_services_valuation,Node;METHODOLOGY,HK.economics.ecological_economics.ecosystem_services_valuation,Ecosystem Services Valuation,生态系统服务估值,METHODOLOGY,HUMAN_KNOWLEDGE,3
HK.economics.ecological_economics.natural_capital,Node;KNOWLEDGE_FIELD,HK.economics.ecological_economics.natural_capital,Natural Capital,自然资本,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.ecological_economics.steady_state_economy,Node;KNOWLEDGE_FIELD,HK.economics.ecological_economics.steady_state_economy,Steady-State Economy,稳态经济,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.econometrics,Node;KNOWLEDGE_FIELD,HK.economics.econometrics,Econometrics,计量经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.economics.econometrics.bayesian_econometrics,Node;KNOWLEDGE_FIELD,HK.economics.econometrics.bayesian_econometrics,Bayesian Econometrics,贝叶斯计量经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.econometrics.microeconometrics,Node;KNOWLEDGE_FIELD,HK.economics.econometrics.microeconometrics,Microeconometrics,微观计量经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.econometrics.panel_data_econometrics,Node;KNOWLEDGE_FIELD,HK.economics.econometrics.panel_data_econometrics,Panel Data Econometrics,面板数据计量经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.econometrics.panel_data_econometrics.fixed_effects_model,Node;KNOWLEDGE_FIELD,HK.economics.econometrics.panel_data_econometrics.fixed_effects_model,Fixed Effects Model,固定效应模型,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.economics.econometrics.program_evaluation,Node;METHODOLOGY,HK.economics.econometrics.program_evaluation,Program Evaluation,项目评估,METHODOLOGY,HUMAN_KNOWLEDGE,3
HK.economics.econometrics.program_evaluation.difference_in_differences,Node;METHODOLOGY,HK.economics.econometrics.program_evaluation.difference_in_differences,Difference-in-Differences,双重差分,METHODOLOGY,HUMAN_KNOWLEDGE,4
HK.economics.econometrics.program_evaluation.instrumental_variables,Node;METHODOLOGY,HK.economics.econometrics.program_evaluation.instrumental_variables,Instrumental Variables,工具变量法,METHODOLOGY,HUMAN_KNOWLEDGE,4
HK.economics.econometrics.program_evaluation.regression_discontinuity_design,Node;METHODOLOGY,HK.economics.econometrics.program_evaluation.regression_discontinuity_design,Regression Discontinuity Design,断点回归,METHODOLOGY,HUMAN_KNOWLEDGE,4
HK.economics.econometrics.program_evaluation.synthetic_control_method,Node;METHODOLOGY,HK.economics.econometrics.program_evaluation.synthetic_control_method,Synthetic Control Method,合成控制法,METHODOLOGY,HUMAN_KNOWLEDGE,4
HK.economics.econometrics.spatial_econometrics,Node;KNOWLEDGE_FIELD,HK.economics.econometrics.spatial_econometrics,Spatial Econometrics,空间计量经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.econometrics.time_series_econometrics,Node;KNOWLEDGE_FIELD,HK.economics.econometrics.time_series_econometrics,Time Series Econometrics,时间序列计量经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.econometrics.time_series_econometrics.arch_garch_models,Node;KNOWLEDGE_FIELD,HK.economics.econometrics.time_series_econometrics.arch_garch_models,ARCH/GARCH Models,,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.economics.econometrics.time_series_econometrics.cointegration,Node;KNOWLEDGE_FIELD,HK.economics.econometrics.time_series_econometrics.cointegration,Cointegration,协整,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.economics.econometrics.time_series_econometrics.vector_autoregression,Node;KNOWLEDGE_FIELD,HK.economics.econometrics.time_series_econometrics.vector_autoregression,Vector Autoregression,向量自回归,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.economics.economic_history,Node;KNOWLEDGE_FIELD,HK.economics.economic_history,Economic History,经济史,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.economics.economic_history.cliometrics,Node;METHODOLOGY,HK.economics.economic_history.cliometrics,Cliometrics,计量史学,METHODOLOGY,HUMAN_KNOWLEDGE,3
HK.economics.economic_history.history_of_financial_crises,Node;KNOWLEDGE_FIELD,HK.economics.economic_history.history_of_financial_crises,History of Financial Crises,金融危机史,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.economic_history.history_of_money,Node;KNOWLEDGE_FIELD,HK.economics.economic_history.history_of_money,History of Money,货币史,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.economic_history.preindustrial_economy,Node;KNOWLEDGE_FIELD,HK.economics.economic_history.preindustrial_economy,Preindustrial Economy,前工业经济,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.economic_thought,Node;KNOWLEDGE_FIELD,HK.economics.economic_thought,History of Economic Thought,经济思想史,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.economics.economic_thought.austrian_economics,Node;KNOWLEDGE_FIELD,HK.economics.economic_thought.austrian_economics,Austrian School,奥地利学派,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.economic_thought.chicago_school,Node;KNOWLEDGE_FIELD,HK.economics.economic_thought.chicago_school,Chicago School,芝加哥学派,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.economic_thought.classical_economics,Node;KNOWLEDGE_FIELD,HK.economics.economic_thought.classical_economics,Classical Economics,古典经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.economic_thought.feminist_economics,Node;KNOWLEDGE_FIELD,HK.economics.economic_thought.feminist_economics,Feminist Economics,女性主义经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.economics.economic_thought.institutional_economics,Node;KNOWLEDGE_FIELD,HK.economics.economic_thought.institutional_economics,Institutional Economics,制度经济学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
