:START_ID,:END_ID,:TYPE,relation,kind
HK.engineering.electrical_engineering.telecommunications_engineering.rf_engineering,HK.engineering.electrical_engineering.telecommunications_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.electrical_engineering.telecommunications_engineering.satellite_communications,HK.engineering.electrical_engineering.telecommunications_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.electrical_engineering.telecommunications_engineering.satellite_communications,ind.information_technology.telecom.satellite_comms,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.electrical_engineering.telecommunications_engineering.telegraphy,HK.engineering.electrical_engineering.telecommunications_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.electrical_engineering.telecommunications_engineering.telegraphy,ind.information_technology.telecom.telegraph,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.electrical_engineering.telecommunications_engineering.telegraphy,HK.engineering.electrical_engineering.telecommunications_engineering.digital_communications,HISTORICAL_SUCCESSOR,HISTORICAL_SUCCESSOR,explicit
HK.engineering.electrical_engineering.telecommunications_engineering.wireless_communications,HK.engineering.electrical_engineering.telecommunications_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.electrical_engineering.telecommunications_engineering.wireless_communications.cellular_communications,HK.engineering.electrical_engineering.telecommunications_engineering.wireless_communications,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.engineering_design,HK.engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.engineering_design,HK.engineering.mechanical_engineering.machine_design,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.engineering_design.computer_aided_design,HK.engineering.engineering_design,SUBTECHNOLOGY_OF,SUBTECHNOLOGY_OF,parent
HK.engineering.engineering_design.computer_aided_design,TECH.manufacturing_technology.automation.computer_aided_design,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.engineering_design.computer_aided_engineering,HK.engineering.engineering_design,SUBTECHNOLOGY_OF,SUBTECHNOLOGY_OF,parent
HK.engineering.engineering_design.computer_aided_engineering,HK.engineering.mechanical_engineering.computational_mechanics,USES,USES,explicit
HK.engineering.engineering_design.design_for_x,HK.engineering.engineering_design,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.engineering_design.design_methodology,HK.engineering.engineering_design,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.engineering_design.rapid_prototyping,HK.engineering.engineering_design,METHOD_OF,METHOD_OF,parent
HK.engineering.engineering_design.reverse_engineering,HK.engineering.engineering_design,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.engineering_management,HK.engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.engineering_management.engineering_decision_analysis,HK.engineering.engineering_management,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.engineering_management.engineering_ethics,HK.engineering.engineering_management,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.engineering_management.engineering_project_management,HK.engineering.engineering_management,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.engineering_management.engineering_project_management,HK.engineering.systems_engineering,RELATED_TO,RELATED_TO,explicit
HK.engineering.engineering_management.engineering_risk_analysis,HK.engineering.engineering_management,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.engineering_management.innovation_management,HK.engineering.engineering_management,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.engineering_management.innovation_management,HK.business.innovation_management,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.engineering_management.technology_management,HK.engineering.engineering_management,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.engineering_management.technology_management,HK.business.innovation_management.technology_management,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering,HK.engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering,HK.engineering.civil_engineering,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering,HK.environmental_science,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.air_pollution_control,HK.engineering.environmental_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.air_pollution_control,TECH.clean_technology.air_pollution_control,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.air_pollution_control.flue_gas_treatment,HK.engineering.environmental_engineering.air_pollution_control,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.air_pollution_control.greenhouse_gas_mitigation,HK.engineering.environmental_engineering.air_pollution_control,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.air_pollution_control.particulate_control,HK.engineering.environmental_engineering.air_pollution_control,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.environmental_monitoring,HK.engineering.environmental_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.environmental_monitoring,HK.environmental_science.environmental_monitoring,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.environmental_monitoring.air_quality_monitoring,HK.engineering.environmental_engineering.environmental_monitoring,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.environmental_monitoring.air_quality_monitoring,HK.environmental_science.environmental_monitoring.air_quality_monitoring,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.environmental_remediation,HK.engineering.environmental_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.environmental_remediation,HK.environmental_science.environmental_remediation,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.environmental_remediation,TECH.clean_technology.environmental_remediation,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.environmental_remediation.bioremediation,HK.engineering.environmental_engineering.environmental_remediation,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.environmental_remediation.bioremediation,HK.environmental_science.environmental_remediation.bioremediation,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.environmental_remediation.bioremediation,TECH.clean_technology.environmental_remediation.bioremediation,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.environmental_remediation.groundwater_remediation,HK.engineering.environmental_engineering.environmental_remediation,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.environmental_remediation.groundwater_remediation,HK.environmental_science.environmental_remediation.groundwater_remediation,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.environmental_remediation.soil_remediation,HK.engineering.environmental_engineering.environmental_remediation,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.environmental_remediation.soil_remediation,HK.environmental_science.environmental_remediation.soil_remediation,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.green_infrastructure,HK.engineering.environmental_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.green_infrastructure.green_roofs_and_walls,HK.engineering.environmental_engineering.green_infrastructure,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.green_infrastructure.stormwater_management,HK.engineering.environmental_engineering.green_infrastructure,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.hazardous_waste_management,HK.engineering.environmental_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.hazardous_waste_management,HK.environmental_science.waste_management.hazardous_waste_management,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.hazardous_waste_management,ind.utilities.waste_management.hazardous_waste,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.hazardous_waste_management.biomedical_waste_management,HK.engineering.environmental_engineering.hazardous_waste_management,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.hazardous_waste_management.hazardous_waste_treatment,HK.engineering.environmental_engineering.hazardous_waste_management,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.noise_pollution_control,HK.engineering.environmental_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.noise_pollution_control,HK.engineering.acoustical_engineering,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.noise_pollution_control.environmental_noise_assessment,HK.engineering.environmental_engineering.noise_pollution_control,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.solid_waste_management,HK.engineering.environmental_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.solid_waste_management,HK.environmental_science.waste_management.solid_waste_management,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.solid_waste_management.landfill_engineering,HK.engineering.environmental_engineering.solid_waste_management,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.solid_waste_management.recycling_engineering,HK.engineering.environmental_engineering.solid_waste_management,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.solid_waste_management.waste_to_energy,HK.engineering.environmental_engineering.solid_waste_management,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.solid_waste_management.waste_to_energy,ind.energy.electricity_generation.bioenergy.waste_to_energy,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.solid_waste_management.waste_to_energy,TECH.energy_technology.bioenergy.waste_to_energy,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.wastewater_treatment,HK.engineering.environmental_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.wastewater_treatment,HK.environmental_science.waste_management.wastewater_treatment,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.wastewater_treatment,TECH.clean_technology.water_treatment.wastewater_treatment,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.wastewater_treatment.advanced_wastewater_treatment,HK.engineering.environmental_engineering.wastewater_treatment,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.wastewater_treatment.biological_wastewater_treatment,HK.engineering.environmental_engineering.wastewater_treatment,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.wastewater_treatment.sludge_management,HK.engineering.environmental_engineering.wastewater_treatment,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.water_treatment,HK.engineering.environmental_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.water_treatment,ind.utilities.water_supply.water_treatment,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.water_treatment,TECH.clean_technology.water_treatment,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.water_treatment.desalination,HK.engineering.environmental_engineering.water_treatment,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.water_treatment.desalination,ind.utilities.water_supply.desalination,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.water_treatment.desalination,TECH.clean_technology.water_treatment.desalination,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.environmental_engineering.water_treatment.drinking_water_treatment,HK.engineering.environmental_engineering.water_treatment,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.environmental_engineering.water_treatment.water_reuse,HK.engineering.environmental_engineering.water_treatment,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.fire_protection_engineering,HK.engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.fire_protection_engineering.fire_detection_and_alarm,HK.engineering.fire_protection_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.fire_protection_engineering.fire_dynamics,HK.engineering.fire_protection_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.fire_protection_engineering.fire_modeling,HK.engineering.fire_protection_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.fire_protection_engineering.fire_risk_assessment,HK.engineering.fire_protection_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.fire_protection_engineering.fire_suppression_systems,HK.engineering.fire_protection_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.fire_protection_engineering.structural_fire_protection,HK.engineering.fire_protection_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.fire_protection_engineering.structural_fire_protection,HK.engineering.civil_engineering.structural_engineering,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.food_engineering,HK.engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.food_engineering.food_bioprocess_engineering,HK.engineering.food_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.food_engineering.food_bioprocess_engineering,HK.engineering.chemical_engineering.biochemical_engineering,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.food_engineering.food_packaging_engineering,HK.engineering.food_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.food_engineering.food_process_engineering,HK.engineering.food_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.food_engineering.food_quality_and_safety_engineering,HK.engineering.food_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.food_engineering.non_thermal_food_processing,HK.engineering.food_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.food_engineering.thermal_food_processing,HK.engineering.food_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering,HK.engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.engineering_economy,HK.engineering.industrial_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.engineering_economy.capital_budgeting,HK.engineering.industrial_engineering.engineering_economy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.engineering_economy.capital_budgeting,HK.finance.corporate_finance.capital_budgeting,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.engineering_economy.cost_estimation,HK.engineering.industrial_engineering.engineering_economy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.facilities_planning,HK.engineering.industrial_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.facilities_planning.material_handling_systems,HK.engineering.industrial_engineering.facilities_planning,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.facilities_planning.plant_layout_design,HK.engineering.industrial_engineering.facilities_planning,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.logistics_engineering,HK.engineering.industrial_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.logistics_engineering.transportation_logistics,HK.engineering.industrial_engineering.logistics_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.logistics_engineering.warehousing,HK.engineering.industrial_engineering.logistics_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.logistics_engineering.warehousing,HK.business.supply_chain_management.logistics.warehousing,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.logistics_engineering.warehousing,PROD.transport_services.logistics_services.warehousing,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.manufacturing_systems,HK.engineering.industrial_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.manufacturing_systems,HK.engineering.mechanical_engineering.manufacturing_engineering,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.manufacturing_systems.flexible_manufacturing_systems,HK.engineering.industrial_engineering.manufacturing_systems,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.manufacturing_systems.lean_manufacturing,HK.engineering.industrial_engineering.manufacturing_systems,METHOD_OF,METHOD_OF,parent
HK.engineering.industrial_engineering.manufacturing_systems.smart_manufacturing,HK.engineering.industrial_engineering.manufacturing_systems,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.manufacturing_systems.smart_manufacturing,TECH.manufacturing_technology.smart_manufacturing,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.operations_research,HK.engineering.industrial_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.operations_research,HK.operations_research,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.operations_research.integer_programming,HK.engineering.industrial_engineering.operations_research,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.operations_research.integer_programming,HK.operations_research.integer_programming,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.operations_research.integer_programming,HK.mathematics.optimization.integer_programming,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.operations_research.linear_programming,HK.engineering.industrial_engineering.operations_research,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.operations_research.linear_programming,HK.operations_research.linear_programming,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.operations_research.linear_programming,HK.mathematics.optimization.linear_programming,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.operations_research.network_optimization,HK.engineering.industrial_engineering.operations_research,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.operations_research.network_optimization,HK.operations_research.network_optimization,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.operations_research.queueing_theory,HK.engineering.industrial_engineering.operations_research,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.operations_research.queueing_theory,HK.operations_research.queueing_theory,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.production_planning_and_control,HK.engineering.industrial_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.production_planning_and_control.capacity_planning,HK.engineering.industrial_engineering.production_planning_and_control,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.production_planning_and_control.capacity_planning,HK.engineering.software_engineering.site_reliability_engineering.capacity_planning,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.production_planning_and_control.materials_requirements_planning,HK.engineering.industrial_engineering.production_planning_and_control,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.production_planning_and_control.scheduling,HK.engineering.industrial_engineering.production_planning_and_control,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.production_planning_and_control.scheduling,HK.operations_research.scheduling,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.production_planning_and_control.scheduling,HK.business.operations_management.scheduling,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.production_planning_and_control.theory_of_constraints,HK.engineering.industrial_engineering.production_planning_and_control,METHOD_OF,METHOD_OF,parent
HK.engineering.industrial_engineering.production_planning_and_control.theory_of_constraints,HK.business.operations_management.theory_of_constraints,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.quality_engineering,HK.engineering.industrial_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.quality_engineering.design_of_experiments,HK.engineering.industrial_engineering.quality_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.quality_engineering.design_of_experiments,HK.statistics,USES,USES,explicit
HK.engineering.industrial_engineering.quality_engineering.six_sigma,HK.engineering.industrial_engineering.quality_engineering,METHOD_OF,METHOD_OF,parent
HK.engineering.industrial_engineering.quality_engineering.six_sigma,HK.business.management.quality_management.six_sigma,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.quality_engineering.statistical_process_control,HK.engineering.industrial_engineering.quality_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.quality_engineering.statistical_process_control,HK.statistics,USES,USES,explicit
HK.engineering.industrial_engineering.supply_chain_engineering,HK.engineering.industrial_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.supply_chain_engineering.inventory_management,HK.engineering.industrial_engineering.supply_chain_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.supply_chain_engineering.inventory_management,HK.business.operations_management.inventory_management,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.industrial_engineering.supply_chain_engineering.supply_chain_analytics,HK.engineering.industrial_engineering.supply_chain_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.work_systems_design,HK.engineering.industrial_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.industrial_engineering.work_systems_design.work_measurement,HK.engineering.industrial_engineering.work_systems_design,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering,HK.engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering,OCC.engineering.marine_engineering,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.marine_engineering,HK.engineering.civil_engineering.coastal_engineering,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.marine_engineering.marine_propulsion,HK.engineering.marine_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.marine_propulsion.electric_propulsion_of_ships,HK.engineering.marine_engineering.marine_propulsion,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.marine_propulsion.marine_diesel_propulsion,HK.engineering.marine_engineering.marine_propulsion,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.marine_propulsion.marine_steam_propulsion,HK.engineering.marine_engineering.marine_propulsion,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.marine_propulsion.marine_steam_propulsion,HK.engineering.marine_engineering.marine_propulsion.marine_diesel_propulsion,HISTORICAL_SUCCESSOR,HISTORICAL_SUCCESSOR,explicit
HK.engineering.marine_engineering.marine_renewable_energy,HK.engineering.marine_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.marine_renewable_energy,HK.engineering.electrical_engineering.power_engineering.power_generation,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.marine_engineering.marine_renewable_energy.offshore_wind,HK.engineering.marine_engineering.marine_renewable_energy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.marine_renewable_energy.offshore_wind,ind.energy.electricity_generation.wind.offshore,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.marine_engineering.marine_renewable_energy.offshore_wind,TECH.energy_technology.wind_energy.offshore_wind,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.marine_engineering.marine_renewable_energy.tidal_energy,HK.engineering.marine_engineering.marine_renewable_energy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.marine_renewable_energy.tidal_energy,ind.energy.electricity_generation.marine.tidal,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.marine_engineering.marine_renewable_energy.wave_energy,HK.engineering.marine_engineering.marine_renewable_energy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.marine_renewable_energy.wave_energy,ind.energy.electricity_generation.marine.wave,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.marine_engineering.naval_architecture,HK.engineering.marine_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.naval_architecture.ship_hydrodynamics,HK.engineering.marine_engineering.naval_architecture,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.naval_architecture.ship_stability,HK.engineering.marine_engineering.naval_architecture,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.naval_architecture.ship_structures,HK.engineering.marine_engineering.naval_architecture,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.ocean_engineering,HK.engineering.marine_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.ocean_engineering.mooring_systems,HK.engineering.marine_engineering.ocean_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.ocean_engineering.offshore_platforms,HK.engineering.marine_engineering.ocean_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.ocean_engineering.subsea_engineering,HK.engineering.marine_engineering.ocean_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.ship_systems,HK.engineering.marine_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.ship_systems.ballast_and_trim_systems,HK.engineering.marine_engineering.ship_systems,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.ship_systems.dynamic_positioning,HK.engineering.marine_engineering.ship_systems,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.shipbuilding,HK.engineering.marine_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.shipbuilding.ship_construction,HK.engineering.marine_engineering.shipbuilding,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.shipbuilding.ship_repair,HK.engineering.marine_engineering.shipbuilding,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.underwater_engineering,HK.engineering.marine_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.marine_engineering.underwater_engineering.submersibles,HK.engineering.marine_engineering.underwater_engineering,SUBTECHNOLOGY_OF,SUBTECHNOLOGY_OF,parent
HK.engineering.marine_engineering.underwater_engineering.underwater_vehicles,HK.engineering.marine_engineering.underwater_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.materials_engineering,HK.engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.materials_engineering,OCC.engineering.materials_engineering,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.materials_engineering,HK.engineering.chemical_engineering,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.materials_engineering,HK.materials_science,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.materials_engineering.ceramics_engineering,HK.engineering.materials_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.materials_engineering.ceramics_engineering.electronic_ceramics,HK.engineering.materials_engineering.ceramics_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.materials_engineering.ceramics_engineering.electronic_ceramics,HK.materials_science.ceramics.advanced_ceramics.electronic_ceramics,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.materials_engineering.ceramics_engineering.glass_engineering,HK.engineering.materials_engineering.ceramics_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.materials_engineering.ceramics_engineering.structural_ceramics,HK.engineering.materials_engineering.ceramics_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
HK.engineering.materials_engineering.ceramics_engineering.structural_ceramics,HK.materials_science.ceramics.advanced_ceramics.structural_ceramics,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.engineering.materials_engineering.composite_materials_engineering,HK.engineering.materials_engineering,SUBFIELD_OF,SUBFIELD_OF,parent
